rank,score,global_score,name,type,ra_deg,dec_deg,max_mag,min_mag_or_amplitude,min_is_amplitude,amplitude_mag,period_days,primary_site,observable_sites,max_altitude_deg,minutes_above_minimum,best_night_date,best_local_time,galactic_latitude_deg,aavso_status,aavso_recent_observations,aavso_derived_period_days,aavso_period_disagrees,simbad_status,simbad_main_id,simbad_object_type,simbad_separation_arcsec,gaia_status,gaia_source_id,gaia_bp_rp,gaia_color_anomaly,ztf_status,ztf_observations,ztf_amplitude_mag,ztf_derived_period_days,ztf_period_disagrees,vsx_url,reasons
205,71.1,71.1,ET Boo,EB,224.83467,46.81767,9.140,9.500,False,0.360,0.64504120,Fairbanks,Fairbanks|Jersey City,47.1,300,2026-09-18,2026-09-18T22:00:00-08:00,58.1,unavailable,,,,,,,,ok,1587395899441029760,0.777,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4466,"max altitude 47.1 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.36 mag; bright enough for Fairbanks (9.14); time-series candidate (0.6450 d); well away from Galactic plane (b=58.1 deg); also observable from Jersey City; AAVSO recent-coverage check unavailable; Gaia ipd_frac_multi_peak=53.00 suggests blended/contaminated PSF"
206,71.0,71.0,EL Aur,LB,75.84600,50.63281,8.900,9.600,False,0.700,,Fairbanks,Fairbanks,68.7,420,2026-09-25,2026-09-26T04:30:00-08:00,5.5,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=3917,"max altitude 68.7 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.70 mag; bright enough for Fairbanks (8.90); no catalog period listed"
207,71.0,71.0,PMAK V145,EA,329.08664,29.41544,13.050,13.190,False,0.140,67.95030000,Fairbanks,Fairbanks|Jersey City,54.6,420,2026-09-24,2026-09-24T23:30:00-08:00,-19.6,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10867900,max altitude 54.6 deg from Fairbanks; long nightly window from Fairbanks; modest catalog amplitude about 0.14 mag; bright enough for Fairbanks (13.05); long-period cadence friendly (67.95 d); well away from Galactic plane (b=-19.6 deg); also observable from Jersey City
208,71.0,71.0,Gaia DR3 197267332512075520,L,85.63428,45.03331,15.980,16.640,False,0.660,,Fairbanks,Fairbanks,60.3,390,2026-09-25,2026-09-26T04:30:00-08:00,7.8,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10773183,"max altitude 60.3 deg from Fairbanks; long nightly window from Fairbanks; survey-designated object, good data-mining follow-up candidate; catalog amplitude about 0.66 mag; bright enough for Fairbanks (15.98); no catalog period listed"
209,71.0,71.0,CF Aur,LB,73.63583,33.93928,15.300,15.700,False,0.400,,Fairbanks,Fairbanks,54.6,300,2026-09-25,2026-09-26T04:30:00-08:00,-6.1,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=3869,"max altitude 54.6 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.40 mag; bright enough for Fairbanks (15.30); no catalog period listed"
210,71.0,71.0,V0443 Aql,M,302.98849,12.85031,11.900,14.600,False,2.700,283.73000000,Fairbanks,Fairbanks,38.0,270,2026-09-18,2026-09-18T22:00:00-08:00,-11.4,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1582,"max altitude 38.0 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 2.70 mag; bright enough for Fairbanks (11.90); long-period cadence friendly (283.73 d); well away from Galactic plane (b=-11.4 deg)"
211,71.0,71.0,WY CrB,RRAB,245.37164,29.33366,15.500,16.200,False,0.700,0.55545000,Fairbanks,Fairbanks,41.0,180,2026-09-18,2026-09-18T22:00:00-08:00,44.1,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10646,"max altitude 41.0 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.70 mag; bright enough for Fairbanks (15.50); time-series candidate (0.5554 d); well away from Galactic plane (b=44.1 deg)"
212,70.8,70.8,BU Aur,SRA,92.49054,31.40747,11.300,11.800,False,0.500,169.00000000,Fairbanks,Fairbanks,45.8,210,2026-09-25,2026-09-26T04:30:00-08:00,5.8,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=3860,"max altitude 45.8 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.50 mag; bright enough for Fairbanks (11.30); long-period cadence friendly (169.00 d)"
213,70.8,70.8,BR CVn,SRB,200.77287,47.00200,6.440,6.940,False,0.500,87.00000000,Fairbanks,Fairbanks,37.8,210,2026-09-18,2026-09-18T22:00:00-08:00,69.2,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=5112,"max altitude 37.8 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.50 mag; bright enough for Fairbanks (6.44); long-period cadence friendly (87.00 d); well away from Galactic plane (b=69.2 deg)"
214,70.7,70.7,ZTF DR3 506103200000464,RR:,49.03747,9.63447,16.420,,False,,0.30095600,Fairbanks,Fairbanks,34.7,210,2026-09-25,2026-09-26T04:30:00-08:00,-39.2,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10872335,"max altitude 34.7 deg from Fairbanks; long nightly window from Fairbanks; uncertain or broad VSX type (RR:); survey-designated object, good data-mining follow-up candidate; bright enough for Fairbanks (16.42); time-series candidate (0.3010 d); well away from Galactic plane (b=-39.2 deg)"
215,70.6,70.6,RT Her,M,257.70007,27.06642,8.500,15.500,False,7.000,298.08000000,Fairbanks,Fairbanks|Jersey City,43.6,210,2026-09-18,2026-09-18T22:00:00-08:00,33.0,unavailable,,,,,,,,ok,4574744287457376768,5.725,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14823,"max altitude 43.6 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 7.00 mag; bright enough for Fairbanks (8.50); long-period cadence friendly (298.08 d); well away from Galactic plane (b=33.0 deg); also observable from Jersey City; AAVSO recent-coverage check unavailable; Gaia ipd_frac_multi_peak=11.00 suggests blended/contaminated PSF"
216,70.5,70.5,V0439 Aql,M,301.29562,12.36572,10.900,14.400,False,3.500,384.00000000,Fairbanks,Fairbanks,37.5,240,2026-09-19,2026-09-19T22:00:00-08:00,-10.2,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1578,"max altitude 37.5 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 3.50 mag; bright enough for Fairbanks (10.90); long-period cadence friendly (384.00 d); well away from Galactic plane (b=-10.2 deg)"
217,70.4,70.4,DW Aur,LB,78.60762,30.01750,14.300,15.400,False,1.100,,Fairbanks,Fairbanks,49.4,270,2026-09-25,2026-09-26T04:30:00-08:00,-5.1,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=3907,"max altitude 49.4 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.10 mag; bright enough for Fairbanks (14.30); no catalog period listed"
218,70.4,70.4,V Ari,SRB,33.75033,12.23989,8.200,8.900,False,0.700,56.38000000,Fairbanks,Fairbanks|Jersey City,37.4,270,2026-09-21,2026-09-22T04:00:00-08:00,-45.7,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=3687,"max altitude 37.4 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.70 mag; bright enough for Fairbanks (8.20); long-period cadence friendly (56.38 d); well away from Galactic plane (b=-45.7 deg); also observable from Jersey City"
219,70.0,70.0,IM And,EW,11.69523,39.64281,16.950,0.690,True,0.690,0.27037700,Fairbanks,Fairbanks,64.8,420,2026-09-22,2026-09-23T02:30:00-08:00,-23.2,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=230,"max altitude 64.8 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.69 mag; time-series candidate (0.2704 d); well away from Galactic plane (b=-23.2 deg)"
220,69.9,69.9,V0436 Aql,M,301.17004,11.75511,11.200,14.200,False,3.000,284.63000000,Fairbanks,Fairbanks,36.9,240,2026-09-19,2026-09-19T22:00:00-08:00,-10.4,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1575,"max altitude 36.9 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 3.00 mag; bright enough for Fairbanks (11.20); long-period cadence friendly (284.63 d); well away from Galactic plane (b=-10.4 deg)"
221,69.9,69.9,V0440 Aql,M,301.93021,11.69972,12.000,14.200,False,2.200,230.00000000,Fairbanks,Fairbanks,36.9,240,2026-09-20,2026-09-20T22:00:00-08:00,-11.1,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1579,"max altitude 36.9 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 2.20 mag; bright enough for Fairbanks (12.00); long-period cadence friendly (230.00 d); well away from Galactic plane (b=-11.1 deg)"
222,69.7,69.7,AM Ari,SRB,40.91242,17.54850,7.180,7.380,False,0.200,55.00000000,Fairbanks,Fairbanks,42.7,300,2026-09-21,2026-09-22T04:30:00-08:00,-37.7,unavailable,,,,,,,,ok,82107684367412864,2.439,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=3748,"max altitude 42.7 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.20 mag; bright enough for Fairbanks (7.18); long-period cadence friendly (55.00 d); well away from Galactic plane (b=-37.7 deg); AAVSO recent-coverage check unavailable; Gaia ipd_frac_multi_peak=5.00 suggests blended/contaminated PSF"
223,69.6,69.6,SZ Ari,EA,51.59958,19.66950,11.070,11.770,False,0.700,3.43504300,Fairbanks,Fairbanks,44.6,270,2026-09-25,2026-09-26T04:30:00-08:00,-30.0,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=3708,"max altitude 44.6 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.70 mag; bright enough for Fairbanks (11.07); well away from Galactic plane (b=-30.0 deg)"
224,69.5,69.5,SU Her,M,267.25717,22.53972,10.500,13.000,False,2.500,333.80000000,Fairbanks,Fairbanks|Jersey City,42.5,210,2026-09-18,2026-09-18T22:00:00-08:00,23.3,unavailable,,,,,,,,ok,4580191336785714560,5.303,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14832,"max altitude 42.5 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 2.50 mag; bright enough for Fairbanks (10.50); long-period cadence friendly (333.80 d); well away from Galactic plane (b=23.3 deg); also observable from Jersey City; AAVSO recent-coverage check unavailable; Gaia ipd_frac_multi_peak=2.00 suggests blended/contaminated PSF"
225,69.5,69.5,YZ Ari,M,44.36450,11.30158,5.050,6.550,False,1.500,447.00000000,Fairbanks,Fairbanks,36.5,240,2026-09-24,2026-09-25T04:30:00-08:00,-40.9,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=3735,"max altitude 36.5 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.50 mag; bright enough for Fairbanks (5.05); long-period cadence friendly (447.00 d); well away from Galactic plane (b=-40.9 deg)"
226,69.0,69.0,FU Cam,SRA,50.95817,64.94633,12.200,15.700,False,3.500,218.00000000,Fairbanks,Fairbanks,87.5,420,2026-09-25,2026-09-26T04:30:00-08:00,6.7,unavailable,,,,,,,,ok,491112231649634688,2.754,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4717,"max altitude 87.5 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 3.50 mag; bright enough for Fairbanks (12.20); long-period cadence friendly (218.00 d); AAVSO recent-coverage check unavailable; Gaia ipd_frac_multi_peak=1.00 suggests blended/contaminated PSF"
227,69.0,69.0,IK Cam,M,55.26633,67.64783,14.100,15.100,False,1.000,354.00000000,Fairbanks,Fairbanks,85.0,420,2026-09-25,2026-09-26T04:30:00-08:00,9.9,unavailable,,,,,,,,ok,493453229343054848,5.933,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4761,"max altitude 85.0 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.00 mag; bright enough for Fairbanks (14.10); long-period cadence friendly (354.00 d); AAVSO recent-coverage check unavailable; Gaia ipd_frac_multi_peak=7.00 suggests blended/contaminated PSF"
228,69.0,69.0,U Cam,SRB,55.45071,62.64844,7.000,9.400,False,2.400,2800.00000000,Fairbanks,Fairbanks,84.9,420,2026-09-25,2026-09-26T04:30:00-08:00,6.0,,,,,,,,,ok,486859664266293376,3.150,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4537,"max altitude 84.9 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 2.40 mag; bright enough for Fairbanks (7.00); long-period cadence friendly (2800.00 d); Gaia ipd_frac_multi_peak=11.00 suggests blended/contaminated PSF"
229,69.0,69.0,SS And,SRB,347.87531,52.88681,8.700,10.100,False,1.400,152.50000000,Fairbanks,Fairbanks,78.0,420,2026-09-20,2026-09-21T01:00:00-08:00,-7.1,,,,,,,,,ok,1995333336332025600,4.471,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=19,"max altitude 78.0 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.40 mag; bright enough for Fairbanks (8.70); long-period cadence friendly (152.50 d); Gaia ipd_frac_multi_peak=16.00 suggests blended/contaminated PSF"
230,69.0,69.0,DD And,LB,349.29443,52.82783,12.700,13.500,False,0.800,119.00000000,Fairbanks,Fairbanks,78.0,420,2026-09-22,2026-09-23T01:00:00-08:00,-7.4,,,,,,,,,ok,1992655265299706496,3.804,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=127,"max altitude 78.0 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.80 mag; bright enough for Fairbanks (12.70); long-period cadence friendly (119.00 d); Gaia ipd_frac_multi_peak=6.00 suggests blended/contaminated PSF"
231,69.0,69.0,AISV-BD J34.156+47.346,EA,34.15596,47.34647,15.420,15.800,False,0.380,9.87560000,Fairbanks,Fairbanks,72.5,420,2026-09-22,2026-09-23T04:00:00-08:00,-13.1,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10848381,max altitude 72.5 deg from Fairbanks; long nightly window from Fairbanks; catalog amplitude about 0.38 mag; bright enough for Fairbanks (15.42); well away from Galactic plane (b=-13.1 deg)
232,69.0,69.0,V0348 And,EA,3.82429,44.20339,6.760,6.890,False,0.130,5.87620000,Fairbanks,Fairbanks,69.4,420,2026-09-21,2026-09-22T02:00:00-08:00,-18.2,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=348,"max altitude 69.4 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; modest catalog amplitude about 0.13 mag; bright enough for Fairbanks (6.76); well away from Galactic plane (b=-18.2 deg)"
233,69.0,69.0,STSP J000923.55+440915.6,EA,2.34813,44.15433,13.720,14.080,False,0.360,5.37896000,Fairbanks,Fairbanks|Jersey City,69.3,420,2026-09-20,2026-09-21T02:00:00-08:00,-18.1,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10868633,max altitude 69.3 deg from Fairbanks; long nightly window from Fairbanks; catalog amplitude about 0.36 mag; bright enough for Fairbanks (13.72); well away from Galactic plane (b=-18.1 deg); also observable from Jersey City
234,69.0,69.0,V0377 And,EA,39.07871,40.20486,7.460,7.580,False,0.120,2.55428000,Fairbanks,Fairbanks|Jersey City,65.4,420,2026-09-19,2026-09-20T04:30:00-08:00,-18.4,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=377,"max altitude 65.4 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; modest catalog amplitude about 0.12 mag; bright enough for Fairbanks (7.46); well away from Galactic plane (b=-18.4 deg); also observable from Jersey City"
235,69.0,69.0,GG Dra,EB,247.98175,52.99086,8.770,8.890,False,0.120,2.26957000,Fairbanks,Fairbanks|Jersey City,61.5,420,2026-09-18,2026-09-18T22:00:00-08:00,42.1,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=13862,"max altitude 61.5 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; modest catalog amplitude about 0.12 mag; bright enough for Fairbanks (8.77); well away from Galactic plane (b=42.1 deg); also observable from Jersey City"
236,69.0,69.0,KO Aur,EA/RS,91.56350,48.37025,9.940,10.580,False,0.640,3.95379570,Fairbanks,Fairbanks,60.6,420,2026-09-25,2026-09-26T04:30:00-08:00,13.0,,,,,,,,,ok,969831107524645632,0.749,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4010,"max altitude 60.6 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.64 mag; bright enough for Fairbanks (9.94); well away from Galactic plane (b=13.0 deg); Gaia ipd_frac_multi_peak=21.00 suggests blended/contaminated PSF"
237,69.0,69.0,STSP J213522.24+282549.9,EA,323.84268,28.43053,15.020,15.220,False,0.200,3.33486000,Fairbanks,Fairbanks,53.6,420,2026-09-19,2026-09-19T23:30:00-08:00,-17.2,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10868685,max altitude 53.6 deg from Fairbanks; long nightly window from Fairbanks; catalog amplitude about 0.20 mag; bright enough for Fairbanks (15.02); well away from Galactic plane (b=-17.2 deg)
238,69.0,69.0,XY Aur,M,88.93992,41.10658,11.700,15.000,False,3.300,283.10000000,Fairbanks,Fairbanks,55.7,330,2026-09-25,2026-09-26T04:30:00-08:00,8.0,,,,,,,,,ok,192028026462493696,6.305,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=3812,"max altitude 55.7 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 3.30 mag; bright enough for Fairbanks (11.70); long-period cadence friendly (283.10 d); Gaia ipd_frac_multi_peak=8.00 suggests blended/contaminated PSF"
239,69.0,69.0,YY Aur,M,91.02550,42.00869,9.800,16.700,False,6.900,336.40000000,Fairbanks,Fairbanks,55.6,330,2026-09-25,2026-09-26T04:30:00-08:00,9.8,,,,,,,,,ok,960738627399878016,6.769,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=3814,"max altitude 55.6 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 6.90 mag; bright enough for Fairbanks (9.80); long-period cadence friendly (336.40 d); Gaia ipd_frac_multi_peak=9.00 suggests blended/contaminated PSF"
240,69.0,69.0,GN Aur,M,88.66375,40.55747,14.000,15.500,False,1.500,240.00000000,Fairbanks,Fairbanks,55.3,330,2026-09-25,2026-09-26T04:30:00-08:00,7.5,,,,,,,,,ok,191979403135335040,5.062,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=3958,"max altitude 55.3 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.50 mag; bright enough for Fairbanks (14.00); long-period cadence friendly (240.00 d); Gaia ipd_frac_multi_peak=7.00 suggests blended/contaminated PSF"
241,69.0,69.0,BD Aur,M,91.93342,40.52167,13.500,15.500,False,2.000,260.00000000,Fairbanks,Fairbanks,54.0,300,2026-09-25,2026-09-26T04:30:00-08:00,9.7,,,,,,,,,ok,959671860602776704,5.458,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=3844,"max altitude 54.0 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 2.00 mag; bright enough for Fairbanks (13.50); long-period cadence friendly (260.00 d); Gaia ipd_frac_multi_peak=8.00 suggests blended/contaminated PSF"
242,69.0,69.0,MY Aur,M,72.33854,30.92664,14.400,17.000,False,2.600,331.60000000,Fairbanks,Fairbanks,52.1,300,2026-09-25,2026-09-26T04:30:00-08:00,-8.8,,,,,,,,,ok,160165760035864832,7.025,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4049,"max altitude 52.1 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 2.60 mag; bright enough for Fairbanks (14.40); long-period cadence friendly (331.60 d); Gaia ipd_frac_multi_peak=13.00 suggests blended/contaminated PSF"
243,68.9,68.9,ZZ CVn,LB,209.79625,45.47122,10.900,11.800,False,0.900,,Fairbanks,Fairbanks,39.9,210,2026-09-18,2026-09-18T22:00:00-08:00,67.2,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=5071,"max altitude 39.9 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.90 mag; bright enough for Fairbanks (10.90); no catalog period listed; well away from Galactic plane (b=67.2 deg)"
244,68.2,68.2,CF Her,M,266.22409,21.49629,9.000,13.000,False,4.000,309.00000000,Fairbanks,Fairbanks|Jersey City,41.2,180,2026-09-18,2026-09-18T22:00:00-08:00,23.8,,,,,,,,,ok,4556017852099566720,5.620,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14918,"max altitude 41.2 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 4.00 mag; bright enough for Fairbanks (9.00); long-period cadence friendly (309.00 d); well away from Galactic plane (b=23.8 deg); also observable from Jersey City; Gaia ipd_frac_multi_peak=4.00 suggests blended/contaminated PSF"
245,68.1,68.1,AK Aur,EA,99.82488,31.61231,10.430,10.970,False,0.540,4.76310000,Fairbanks,Fairbanks,43.1,180,2026-09-25,2026-09-26T04:30:00-08:00,11.5,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=3826,"max altitude 43.1 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.54 mag; bright enough for Fairbanks (10.43); well away from Galactic plane (b=11.5 deg)"
246,68.1,68.1,AG Ari,EA,36.61233,12.89883,8.140,8.420,False,0.280,1.96315000,Fairbanks,Fairbanks,38.1,270,2026-09-24,2026-09-25T04:00:00-08:00,-43.8,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=3743,"max altitude 38.1 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.28 mag; bright enough for Fairbanks (8.14); time-series candidate (1.9631 d); well away from Galactic plane (b=-43.8 deg)"
247,67.9,67.9,GI Aur,EA:,92.90167,29.44500,11.600,11.800,False,0.200,1.20785920,Fairbanks,Fairbanks,43.9,210,2026-09-25,2026-09-26T04:30:00-08:00,5.2,ok,100,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=3954,"max altitude 43.9 deg from Fairbanks; long nightly window from Fairbanks; uncertain or broad VSX type (EA:); classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.20 mag; bright enough for Fairbanks (11.60); time-series candidate (1.2079 d); well-covered in AAVSO recently (100 observations)"
248,67.8,67.8,AISV-BD J101.815+39.138,EA,101.81450,39.13847,16.360,16.650,False,0.290,7.54600000,Fairbanks,Fairbanks,48.8,240,2026-09-25,2026-09-26T04:30:00-08:00,16.0,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10848401,max altitude 48.8 deg from Fairbanks; long nightly window from Fairbanks; catalog amplitude about 0.29 mag; bright enough for Fairbanks (16.36); well away from Galactic plane (b=16.0 deg)
249,67.7,67.7,HI Aql,M,301.85797,9.55908,10.600,13.500,False,2.900,285.47000000,Fairbanks,Jersey City|Fairbanks,34.7,210,2026-09-19,2026-09-19T22:00:00-08:00,-12.1,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1349,"max altitude 34.7 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 2.90 mag; bright enough for Fairbanks (10.60); long-period cadence friendly (285.47 d); well away from Galactic plane (b=-12.1 deg); also observable from Jersey City"
250,67.5,67.5,AISV-BD J238.904+41.231,EA,238.90372,41.23097,16.130,16.720,False,0.590,9.50406000,Fairbanks,Fairbanks,48.5,270,2026-09-18,2026-09-18T22:00:00-08:00,49.9,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10848409,max altitude 48.5 deg from Fairbanks; long nightly window from Fairbanks; catalog amplitude about 0.59 mag; bright enough for Fairbanks (16.13); well away from Galactic plane (b=49.9 deg)
251,67.3,67.3,RT Boo,M,229.31129,36.35928,8.700,13.400,False,4.700,276.50000000,Fairbanks,Fairbanks|Jersey City,40.3,180,2026-09-18,2026-09-18T22:00:00-08:00,57.9,,,,,,,,,ok,1291323737640391552,4.912,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4315,"max altitude 40.3 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 4.70 mag; bright enough for Fairbanks (8.70); long-period cadence friendly (276.50 d); well away from Galactic plane (b=57.9 deg); also observable from Jersey City; Gaia ipd_frac_multi_peak=1.00 suggests blended/contaminated PSF"
252,67.3,67.3,V0889 Peg,RRC,322.49466,12.17031,16.150,16.500,False,0.350,0.27200000,Fairbanks,Fairbanks,37.3,330,2026-09-18,2026-09-18T23:30:00-08:00,-27.3,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10871918,"max altitude 37.3 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.35 mag; bright enough for Fairbanks (16.15); time-series candidate (0.2720 d); well away from Galactic plane (b=-27.3 deg)"
253,67.3,67.3,V0870 Peg,RRAB,322.49237,12.16872,15.300,15.600,False,0.300,0.70690000,Fairbanks,Fairbanks,37.3,330,2026-09-18,2026-09-18T23:30:00-08:00,-27.3,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10871907,"max altitude 37.3 deg from Fairbanks; long nightly window from Fairbanks; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.30 mag; bright enough for Fairbanks (15.30); time-series candidate (0.7069 d); well away from Galactic plane (b=-27.3 deg)"
